run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_depth_m,artva_noise_std,noise_detect_factor,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,pos_variance_m2,pos_std_m,est_error_2d_m,note
3123,200,4,83.4,31.6,5.0,1e-08,50.0,25,0.45,0.55,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
3260,200,4,132.2,29.8,1.0,1e-08,50.0,120,0.60,0.58,True,200.5,3,1.2480575049215208,1.11716494078606,71.88860291351513,
3269,200,4,132.2,29.8,1.0,1e-08,100.0,50,0.60,0.45,True,119.2,3,7.431720838415069e-05,0.008620742913702432,74.56791983333179,
3270,200,4,132.2,29.8,1.0,1e-08,100.0,50,0.60,0.58,True,119.80000000000001,3,0.0,0.0,75.0925073552817,
3273,200,4,132.2,29.8,1.0,1e-08,100.0,80,0.45,0.55,True,104.9,3,0.0,0.0,75.0925073552817,
3271,200,4,132.2,29.8,1.0,1e-08,100.0,80,center,center,True,119.5,3,0.0007923346229617643,0.02814843908570712,73.08334026375185,
3267,200,4,132.2,29.8,1.0,1e-08,100.0,50,0.35,0.45,True,132.70000000000002,3,2.539759697376202e-07,0.000503960285873421,66.9286092184451,
3274,200,4,132.2,29.8,1.0,1e-08,100.0,80,0.60,0.45,True,105.10000000000001,3,0.0,0.0,75.0925073552817,
3276,200,4,132.2,29.8,1.0,1e-08,100.0,120,center,center,True,105.4,3,0.0,0.0,75.0925073552817,
3262,200,4,132.2,29.8,1.0,1e-08,100.0,25,0.35,0.45,True,205.20000000000002,3,0.18762110124184792,0.43315251498963725,74.24880868934392,
3272,200,4,132.2,29.8,1.0,1e-08,100.0,80,0.35,0.45,True,118.0,3,8.600097773282212e-08,0.00029325923298819106,65.85781899516294,
3264,200,4,132.2,29.8,1.0,1e-08,100.0,25,0.60,0.45,True,177.10000000000002,3,0.0,0.0,75.0925073552817,
3275,200,4,132.2,29.8,1.0,1e-08,100.0,80,0.60,0.58,True,119.10000000000001,3,4.6390779081171343e-07,0.00068110776739934,65.74243023760285,
3277,200,4,132.2,29.8,1.0,1e-08,100.0,120,0.35,0.45,True,118.7,3,4.334089877569639e-07,0.0006583380497563268,73.82598568246145,
3280,200,4,132.2,29.8,1.0,1e-08,100.0,120,0.60,0.58,True,105.5,3,0.0,0.0,75.0925073552817,
3278,200,4,132.2,29.8,1.0,1e-08,100.0,120,0.45,0.55,True,119.30000000000001,3,0.0,0.0,75.0925073552817,
3279,200,4,132.2,29.8,1.0,1e-08,100.0,120,0.60,0.45,True,118.9,3,0.0,0.0,75.0925073552817,
3143,200,4,83.4,31.6,5.0,1e-08,100.0,25,0.45,0.55,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
3295,200,4,132.2,29.8,1.0,1e-07,50.0,80,0.60,0.58,True,135.70000000000002,3,0.0036398470863151715,0.06033114524286085,29.63041052383272,
3294,200,4,132.2,29.8,1.0,1e-07,50.0,80,0.60,0.45,True,139.4,3,3.5062138935958765e-08,0.00018724886898445812,23.733964895104393,
3286,200,4,132.2,29.8,1.0,1e-07,50.0,50,center,center,True,174.4,3,1071.4293402104438,32.73269527873383,38.092585866255455,
3297,200,4,132.2,29.8,1.0,1e-07,50.0,120,0.35,0.45,True,146.5,3,1031.6715288968576,32.119643972137325,42.016308736023525,
3288,200,4,132.2,29.8,1.0,1e-07,50.0,50,0.45,0.55,True,164.5,3,1.320205043197996e-06,0.0011490017594407748,33.95817464572908,
3281,200,4,132.2,29.8,1.0,1e-07,50.0,25,center,center,True,213.70000000000002,3,240.35219619871123,15.503296301068081,35.59775193851537,
3292,200,4,132.2,29.8,1.0,1e-07,50.0,80,0.35,0.45,True,160.9,3,7.083354494348752e-07,0.0008416266686808797,31.392838503181917,
3287,200,4,132.2,29.8,1.0,1e-07,50.0,50,0.35,0.45,True,173.3,3,1.3726237294352625e-06,0.0011715902566320968,40.684538869197105,
3296,200,4,132.2,29.8,1.0,1e-07,50.0,120,center,center,True,160.10000000000002,3,8.628156391361888e-08,0.0002937372361714103,29.42396476294177,
3298,200,4,132.2,29.8,1.0,1e-07,50.0,120,0.45,0.55,True,158.8,3,802.4285555567599,28.32716991788555,40.66537520192018,
3299,200,4,132.2,29.8,1.0,1e-07,50.0,120,0.60,0.45,True,156.5,3,536.0257045448824,23.152228932543025,34.6877178586454,
3283,200,4,132.2,29.8,1.0,1e-07,50.0,25,0.45,0.55,True,216.60000000000002,3,307.23217925356505,17.528039800661254,35.230461971845614,
3291,200,4,132.2,29.8,1.0,1e-07,50.0,80,center,center,True,180.0,3,9.195562467338936e-08,0.0003032418583793955,30.238335915158114,
3300,200,4,132.2,29.8,1.0,1e-07,50.0,120,0.60,0.58,True,164.5,3,633.3704984446338,25.16685316929063,38.97774702671137,
3290,200,4,132.2,29.8,1.0,1e-07,50.0,50,0.60,0.58,True,185.70000000000002,3,300.94409801584584,17.34774042968841,32.238378573415886,
3285,200,4,132.2,29.8,1.0,1e-07,50.0,25,0.60,0.58,True,236.5,3,46.20253312254931,6.797244524257555,32.766773924800844,
3301,200,4,132.2,29.8,1.0,1e-07,100.0,25,center,center,True,209.9,3,40.514882132045074,6.365130174006269,28.989256410324042,
3306,200,4,132.2,29.8,1.0,1e-07,100.0,50,center,center,True,170.10000000000002,3,8.307831660047009e-07,0.00091147307475575,24.5230681838871,
3303,200,4,132.2,29.8,1.0,1e-07,100.0,25,0.45,0.55,True,210.60000000000002,3,42.93610453654485,6.552564729672256,30.097509433546712,
3302,200,4,132.2,29.8,1.0,1e-07,100.0,25,0.35,0.45,True,234.5,3,7.634991459767044,2.7631488305494956,28.154936228891682,
3313,200,4,132.2,29.8,1.0,1e-07,100.0,80,0.45,0.55,True,135.3,3,0.00011327124343278575,0.010642896383634755,30.46442516869277,
3315,200,4,132.2,29.8,1.0,1e-07,100.0,80,0.60,0.58,True,137.4,3,5.248001440598409e-07,0.000724430910480662,29.42918362671787,
3316,200,4,132.2,29.8,1.0,1e-07,100.0,120,center,center,True,139.4,3,5.852036429152966e-08,0.00024190982677751985,25.08362851531453,
3319,200,4,132.2,29.8,1.0,1e-07,100.0,120,0.60,0.45,True,138.20000000000002,3,0.0028951534114159084,0.05380662980912211,23.901755238780538,
3308,200,4,132.2,29.8,1.0,1e-07,100.0,50,0.45,0.55,True,172.10000000000002,3,2.320211945449778e-06,0.0015232241940862739,27.499243757837394,
3311,200,4,132.2,29.8,1.0,1e-07,100.0,80,center,center,True,159.20000000000002,3,2.0203618053541184e-07,0.0004494843496000855,26.754852813011794,
3215,200,4,83.4,31.6,5.0,1e-06,50.0,80,0.60,0.58,True,807.7,3,7.211474357426786,2.6854188420853062,13.683946398384318,
3307,200,4,132.2,29.8,1.0,1e-07,100.0,50,0.35,0.45,True,171.3,3,0.005606581427701644,0.07487710883642373,28.10679331403761,
3312,200,4,132.2,29.8,1.0,1e-07,100.0,80,0.35,0.45,True,167.0,3,3.6255275769097266e-05,0.006021235402232441,30.240119081943572,
3314,200,4,132.2,29.8,1.0,1e-07,100.0,80,0.60,0.45,True,163.9,3,0.0028432752499190648,0.05332237100804,26.28575616074365,
3317,200,4,132.2,29.8,1.0,1e-07,100.0,120,0.35,0.45,True,157.5,3,3.617523825555091e-05,0.00601458545999231,30.10811220374122,
3320,200,4,132.2,29.8,1.0,1e-07,100.0,120,0.60,0.58,True,160.0,3,883.7652191468884,29.72818896513692,36.18111918932617,
3318,200,4,132.2,29.8,1.0,1e-07,100.0,120,0.45,0.55,True,167.70000000000002,3,6.486614397138372e-07,0.0008053952071584716,33.235274230930266,
3310,200,4,132.2,29.8,1.0,1e-07,100.0,50,0.60,0.58,True,199.60000000000002,3,11.2663232147654,3.356534405419584,28.965136247180425,
3205,200,4,83.4,31.6,5.0,1e-06,50.0,25,0.60,0.58,False,900.0,2,271.59693987309447,16.480198417285347,14.41581455760461,vittima non trovata entro 15 minuti
3207,200,4,83.4,31.6,5.0,1e-06,50.0,50,0.35,0.45,False,900.0,2,nan,nan,8.7712002254257,vittima non trovata entro 15 minuti
3221,200,4,83.4,31.6,5.0,1e-06,100.0,25,center,center,False,900.0,1,0.00026413751774798084,0.016252308074485324,0.12163221517610229,vittima non trovata entro 15 minuti
3333,200,4,132.2,29.8,1.0,1e-06,50.0,80,0.45,0.55,True,138.20000000000002,3,0.0028111880047390313,0.053020637536142765,9.900060589022782,
3332,200,4,132.2,29.8,1.0,1e-06,50.0,80,0.35,0.45,True,140.5,3,0.004845808096929401,0.06961183876992046,0.4732472391246036,
3336,200,4,132.2,29.8,1.0,1e-06,50.0,120,center,center,True,134.0,3,0.0005786339105964437,0.02405481055000109,9.72631710411353,
3334,200,4,132.2,29.8,1.0,1e-06,50.0,80,0.60,0.45,True,147.5,3,0.0029323092922869907,0.054150801400228515,6.96655014582773,
3338,200,4,132.2,29.8,1.0,1e-06,50.0,120,0.45,0.55,True,136.20000000000002,3,0.0006110436884142825,0.024719297894848925,8.378080476772999,
3337,200,4,132.2,29.8,1.0,1e-06,50.0,120,0.35,0.45,True,144.0,3,0.005405496108313851,0.07352207905326026,12.032053963507579,
3335,200,4,132.2,29.8,1.0,1e-06,50.0,80,0.60,0.58,True,155.9,3,0.0037208316256763943,0.060998619866980554,10.272467725921803,
3339,200,4,132.2,29.8,1.0,1e-06,50.0,120,0.60,0.45,True,134.1,3,0.00044523847247800977,0.021100674692483407,6.684287504814313,
3225,200,4,83.4,31.6,5.0,1e-06,100.0,25,0.60,0.58,False,900.0,2,nan,nan,13.656420512855526,vittima non trovata entro 15 minuti
3340,200,4,132.2,29.8,1.0,1e-06,50.0,120,0.60,0.58,True,133.20000000000002,3,0.0049889318375876835,0.07063237103189786,10.123843352678893,
3234,200,4,83.4,31.6,5.0,1e-06,100.0,80,0.60,0.45,False,900.0,2,nan,nan,11.098764972935848,vittima non trovata entro 15 minuti
3352,200,4,132.2,29.8,1.0,1e-06,100.0,80,0.35,0.45,True,156.9,3,nan,nan,0.376742205424803,
3354,200,4,132.2,29.8,1.0,1e-06,100.0,80,0.60,0.45,True,153.9,3,nan,nan,2.5520823280936256,
3355,200,4,132.2,29.8,1.0,1e-06,100.0,80,0.60,0.58,True,191.4,3,65.43401464878549,8.089129412290639,19.92161336582112,
3293,200,4,132.2,29.8,1.0,1e-07,50.0,80,0.45,0.55,False,900.0,2,1.1857669672390508e-06,0.001088929275590959,33.51828722518195,vittima non trovata entro 15 minuti
3289,200,4,132.2,29.8,1.0,1e-07,50.0,50,0.60,0.45,False,900.0,2,1.4595939475778117e-05,0.003820463254080337,27.604219952140188,vittima non trovata entro 15 minuti
3356,200,4,132.2,29.8,1.0,1e-06,100.0,120,center,center,True,283.3,3,116.50996704476938,10.793978277019525,19.54884821161386,
3357,200,4,132.2,29.8,1.0,1e-06,100.0,120,0.35,0.45,True,141.5,3,nan,nan,14.214629439443,
3284,200,4,132.2,29.8,1.0,1e-07,50.0,25,0.60,0.45,False,900.0,2,0.004272889114165995,0.06536733981252407,28.85533462721537,vittima non trovata entro 15 minuti
3282,200,4,132.2,29.8,1.0,1e-07,50.0,25,0.35,0.45,False,900.0,2,146.40386672588892,12.099746556266744,38.122883850026554,vittima non trovata entro 15 minuti
3341,200,4,132.2,29.8,1.0,1e-06,100.0,25,center,center,True,550.3000000000001,3,58.50950340773289,7.649150502358605,14.263216790976738,
3305,200,4,132.2,29.8,1.0,1e-07,100.0,25,0.60,0.58,False,900.0,2,0.00015573354680736032,0.012479324773695103,28.91863490193135,vittima non trovata entro 15 minuti
3304,200,4,132.2,29.8,1.0,1e-07,100.0,25,0.60,0.45,False,900.0,2,1.0472415611429315e-06,0.0010233482110908933,25.246429133402494,vittima non trovata entro 15 minuti
3359,200,4,132.2,29.8,1.0,1e-06,100.0,120,0.60,0.45,True,151.8,3,nan,nan,2.387357125196668,
3309,200,4,132.2,29.8,1.0,1e-07,100.0,50,0.60,0.45,False,900.0,2,4.849792915225537e-05,0.006964045458801613,26.34344004784003,vittima non trovata entro 15 minuti
3360,200,4,132.2,29.8,1.0,1e-06,100.0,120,0.60,0.58,True,158.8,3,nan,nan,3.02930428330178,
3361,200,4,132.2,29.8,3.0,1e-08,50.0,25,center,center,True,139.3,3,14.670954861068056,3.8302682492311235,74.6704903405825,
3362,200,4,132.2,29.8,3.0,1e-08,50.0,25,0.35,0.45,True,164.70000000000002,3,19.507311114399084,4.41670817627779,65.8268367795211,
3321,200,4,132.2,29.8,1.0,1e-06,50.0,25,center,center,False,900.0,2,0.00012455653588070784,0.011160489948058187,15.320504604864855,vittima non trovata entro 15 minuti
3364,200,4,132.2,29.8,3.0,1e-08,50.0,25,0.60,0.45,True,165.4,3,2.8653080241353814,1.6927220752785679,65.20059103550531,
3363,200,4,132.2,29.8,3.0,1e-08,50.0,25,0.45,0.55,True,205.4,3,2.8419823154371184,1.6858179959405815,66.63857441182353,
3366,200,4,132.2,29.8,3.0,1e-08,50.0,50,center,center,True,152.4,3,2.4111582937113956,1.5527904860963682,67.59927988648667,
3331,200,4,132.2,29.8,1.0,1e-06,50.0,80,center,center,False,900.0,2,0.0003472156820531338,0.018633724320519872,13.107486848671902,vittima non trovata entro 15 minuti
3322,200,4,132.2,29.8,1.0,1e-06,50.0,25,0.35,0.45,False,900.0,2,0.005453570985549891,0.07384829710663537,10.226331829674997,vittima non trovata entro 15 minuti
3324,200,4,132.2,29.8,1.0,1e-06,50.0,25,0.60,0.45,False,900.0,2,0.0003836217213952611,0.019586263589446075,13.119698107858262,vittima non trovata entro 15 minuti
3367,200,4,132.2,29.8,3.0,1e-08,50.0,50,0.35,0.45,True,164.70000000000002,3,19.507311114399084,4.41670817627779,65.8268367795211,
3323,200,4,132.2,29.8,1.0,1e-06,50.0,25,0.45,0.55,False,900.0,2,0.0006452930994021283,0.025402619931852072,5.600234043371035,vittima non trovata entro 15 minuti
3365,200,4,132.2,29.8,3.0,1e-08,50.0,25,0.60,0.58,True,199.3,3,0.5111803048905262,0.7149687439955164,71.66569482870277,
3325,200,4,132.2,29.8,1.0,1e-06,50.0,25,0.60,0.58,False,900.0,2,0.005296278605346997,0.07277553576131884,9.657407831988598,vittima non trovata entro 15 minuti
3326,200,4,132.2,29.8,1.0,1e-06,50.0,50,center,center,False,900.0,2,0.0002804537933981472,0.016746754712425545,4.677141650550974,vittima non trovata entro 15 minuti
3369,200,4,132.2,29.8,3.0,1e-08,50.0,50,0.60,0.45,True,165.4,3,2.8653080241353814,1.6927220752785679,65.20059103550531,
3328,200,4,132.2,29.8,1.0,1e-06,50.0,50,0.45,0.55,False,900.0,2,0.000696489822157752,0.026391093614281165,5.949399732834907,vittima non trovata entro 15 minuti
3368,200,4,132.2,29.8,3.0,1e-08,50.0,50,0.45,0.55,True,204.4,3,2.8419823154371184,1.6858179959405815,66.63857441182353,
3327,200,4,132.2,29.8,1.0,1e-06,50.0,50,0.35,0.45,False,900.0,2,0.0004231000003987388,0.020569394750423232,2.1368732495344527,vittima non trovata entro 15 minuti
3330,200,4,132.2,29.8,1.0,1e-06,50.0,50,0.60,0.58,False,900.0,2,0.005050991926086077,0.07107033084266652,12.207209912490146,vittima non trovata entro 15 minuti
3371,200,4,132.2,29.8,3.0,1e-08,50.0,80,center,center,True,153.8,3,139.08292731089128,11.793342499516042,72.15605404828274,
3329,200,4,132.2,29.8,1.0,1e-06,50.0,50,0.60,0.45,False,900.0,2,0.00030656580502660784,0.01750902067582901,10.794173677223982,vittima non trovata entro 15 minuti
3370,200,4,132.2,29.8,3.0,1e-08,50.0,50,0.60,0.58,True,199.70000000000002,3,0.5094775152266913,0.7137769366032299,71.66720141908458,
3350,200,4,132.2,29.8,1.0,1e-06,100.0,50,0.60,0.58,False,900.0,1,16.675151316321056,4.083521925534508,11.544935946238937,vittima non trovata entro 15 minuti
3372,200,4,132.2,29.8,3.0,1e-08,50.0,80,0.35,0.45,True,164.70000000000002,3,19.507311114399084,4.41670817627779,65.8268367795211,
3374,200,4,132.2,29.8,3.0,1e-08,50.0,80,0.60,0.45,True,165.4,3,2.8653080241353814,1.6927220752785679,65.20059103550531,
3376,200,4,132.2,29.8,3.0,1e-08,50.0,120,center,center,True,151.8,3,5.669197476958203,2.381007659995701,64.70901447969264,
3383,200,4,132.2,29.8,3.0,1e-08,100.0,25,0.45,0.55,True,104.60000000000001,3,0.0,0.0,75.0925073552817,
3342,200,4,132.2,29.8,1.0,1e-06,100.0,25,0.35,0.45,False,900.0,1,861.3718487269241,29.349137103617274,26.59280447937011,vittima non trovata entro 15 minuti
3343,200,4,132.2,29.8,1.0,1e-06,100.0,25,0.45,0.55,False,900.0,2,234.54120783084846,15.314738255381593,12.886429201490547,vittima non trovata entro 15 minuti
3386,200,4,132.2,29.8,3.0,1e-08,100.0,50,center,center,True,105.9,3,0.0,0.0,75.0925073552817,
3385,200,4,132.2,29.8,3.0,1e-08,100.0,25,0.60,0.58,True,118.7,3,3.545415925179811e-07,0.0005954339531114942,64.5542866535457,
3373,200,4,132.2,29.8,3.0,1e-08,50.0,80,0.45,0.55,True,204.4,3,2.8419823154371184,1.6858179959405815,66.63857441182353,
3377,200,4,132.2,29.8,3.0,1e-08,50.0,120,0.35,0.45,True,164.70000000000002,3,19.507311114399084,4.41670817627779,65.8268367795211,
3375,200,4,132.2,29.8,3.0,1e-08,50.0,80,0.60,0.58,True,199.60000000000002,3,0.5109248170311554,0.7147900510157899,71.66604316868187,
3348,200,4,132.2,29.8,1.0,1e-06,100.0,50,0.45,0.55,False,900.0,2,248.09014469097966,15.750877584788082,12.968020208783873,vittima non trovata entro 15 minuti
3344,200,4,132.2,29.8,1.0,1e-06,100.0,25,0.60,0.45,False,900.0,2,266.60418940802003,16.328018538941585,13.438637990537808,vittima non trovata entro 15 minuti
3353,200,4,132.2,29.8,1.0,1e-06,100.0,80,0.45,0.55,False,900.0,2,nan,nan,2.7902040810454074,vittima non trovata entro 15 minuti
3379,200,4,132.2,29.8,3.0,1e-08,50.0,120,0.60,0.45,True,165.4,3,2.8653080241353814,1.6927220752785679,65.20059103550531,
3345,200,4,132.2,29.8,1.0,1e-06,100.0,25,0.60,0.58,False,900.0,1,31.830759040685496,5.641875489647525,3.7070950790666335,vittima non trovata entro 15 minuti
3347,200,4,132.2,29.8,1.0,1e-06,100.0,50,0.35,0.45,False,900.0,2,13.316968292511094,3.6492421531752446,17.172740008233532,vittima non trovata entro 15 minuti
3381,200,4,132.2,29.8,3.0,1e-08,100.0,25,center,center,True,171.3,3,47.632489348628184,6.901629470540141,66.09153131234875,
3388,200,4,132.2,29.8,3.0,1e-08,100.0,50,0.45,0.55,True,118.0,3,1.2030308458518526e-07,0.0003468473505523507,67.45841737106149,
3346,200,4,132.2,29.8,1.0,1e-06,100.0,50,center,center,False,900.0,2,151.8059421473789,12.320955407247398,10.173165691121207,vittima non trovata entro 15 minuti
3387,200,4,132.2,29.8,3.0,1e-08,100.0,50,0.35,0.45,True,132.70000000000002,3,2.5397887584397e-07,0.0005039631691343823,66.92870756455353,
3351,200,4,132.2,29.8,1.0,1e-06,100.0,80,center,center,False,900.0,2,nan,nan,7.903553256431979,vittima non trovata entro 15 minuti
3389,200,4,132.2,29.8,3.0,1e-08,100.0,50,0.60,0.45,True,132.8,3,0.0,0.0,75.0925073552817,
3380,200,4,132.2,29.8,3.0,1e-08,50.0,120,0.60,0.58,True,199.60000000000002,3,0.5109248170311554,0.7147900510157899,71.66604316868187,
3390,200,4,132.2,29.8,3.0,1e-08,100.0,50,0.60,0.58,True,133.20000000000002,3,2.1315321660375343e-07,0.0004616851920992847,64.13577672921103,
3378,200,4,132.2,29.8,3.0,1e-08,50.0,120,0.45,0.55,True,204.4,3,2.8419823154371184,1.6858179959405815,66.63857441182353,
3349,200,4,132.2,29.8,1.0,1e-06,100.0,50,0.60,0.45,False,900.0,2,313.5642188564634,17.70774460106265,15.32304477855248,vittima non trovata entro 15 minuti
3392,200,4,132.2,29.8,3.0,1e-08,100.0,80,0.35,0.45,True,118.0,3,8.597005393390821e-08,0.00029320650390792527,65.85795269413211,
3393,200,4,132.2,29.8,3.0,1e-08,100.0,80,0.45,0.55,True,106.0,3,0.0,0.0,75.0925073552817,
3382,200,4,132.2,29.8,3.0,1e-08,100.0,25,0.35,0.45,True,205.20000000000002,3,0.18762110221771974,0.4331525161161132,74.2488143844376,
3396,200,4,132.2,29.8,3.0,1e-08,100.0,120,center,center,True,104.60000000000001,3,4.207753792083528e-06,0.0020512810124611227,66.31937335985923,
3384,200,4,132.2,29.8,3.0,1e-08,100.0,25,0.60,0.45,True,219.9,3,0.011069564899983005,0.1052119997908176,74.97874355240539,
3395,200,4,132.2,29.8,3.0,1e-08,100.0,80,0.60,0.58,True,119.80000000000001,3,0.003199104019904287,0.05656062252048051,75.01084577179985,
3400,200,4,132.2,29.8,3.0,1e-08,100.0,120,0.60,0.58,True,107.2,3,1.1002489315775763e-07,0.0003317000047599602,73.39766019745299,
3397,200,4,132.2,29.8,3.0,1e-08,100.0,120,0.35,0.45,True,118.7,3,4.334013693991134e-07,0.0006583322636777825,73.8259934121616,
3391,200,4,132.2,29.8,3.0,1e-08,100.0,80,center,center,True,192.4,3,3.5151182847149626e-06,0.0018748648710547016,69.99448309457344,
3412,200,4,132.2,29.8,3.0,1e-07,50.0,80,0.35,0.45,True,160.60000000000002,3,7.067824601108583e-07,0.0008407035506710188,31.389063754874776,
3408,200,4,132.2,29.8,3.0,1e-07,50.0,50,0.45,0.55,True,164.60000000000002,3,1.3348861931422271e-06,0.0011553727507355482,33.97396842647179,
3394,200,4,132.2,29.8,3.0,1e-08,100.0,80,0.60,0.45,True,208.10000000000002,3,0.0,0.0,75.0925073552817,
3413,200,4,132.2,29.8,3.0,1e-07,50.0,80,0.45,0.55,True,163.5,3,1.2083865376086219e-06,0.0010992663633572265,33.408970809031224,
3417,200,4,132.2,29.8,3.0,1e-07,50.0,120,0.35,0.45,True,146.20000000000002,3,1046.6980824508164,32.35271367985715,41.83344773695276,
3406,200,4,132.2,29.8,3.0,1e-07,50.0,50,center,center,True,173.20000000000002,3,1063.293314091492,32.608178638057844,38.17943493206206,
3407,200,4,132.2,29.8,3.0,1e-07,50.0,50,0.35,0.45,True,173.20000000000002,3,1.364773419019562e-06,0.0011682351728224767,40.65774101392396,
3411,200,4,132.2,29.8,3.0,1e-07,50.0,80,center,center,True,180.20000000000002,3,3.7536774556152074e-08,0.00019374409553881138,29.96546210609874,
3419,200,4,132.2,29.8,3.0,1e-07,50.0,120,0.60,0.45,True,154.9,3,0.003162491702973957,0.05623603562640202,28.453396594829833,
3416,200,4,132.2,29.8,3.0,1e-07,50.0,120,center,center,True,159.8,3,8.323535340399663e-08,0.0002885053784663236,29.395848123522917,
3418,200,4,132.2,29.8,3.0,1e-07,50.0,120,0.45,0.55,True,159.0,3,962.0204728919663,31.01645487305031,41.38202217864897,
3398,200,4,132.2,29.8,3.0,1e-08,100.0,120,0.45,0.55,True,207.10000000000002,3,0.9917813420683633,0.9958821928663868,73.73249855211806,
3399,200,4,132.2,29.8,3.0,1e-08,100.0,120,0.60,0.45,True,206.70000000000002,3,0.0,0.0,75.0925073552817,
3420,200,4,132.2,29.8,3.0,1e-07,50.0,120,0.60,0.58,True,163.5,3,846.1871829465433,29.089296707664545,41.626106029061226,
3415,200,4,132.2,29.8,3.0,1e-07,50.0,80,0.60,0.58,True,175.20000000000002,3,5.703395080546402e-07,0.0007552082547580106,34.350451706467524,
3403,200,4,132.2,29.8,3.0,1e-07,50.0,25,0.45,0.55,True,216.3,3,310.3317242388069,17.61623467823947,35.35848848075837,
3401,200,4,132.2,29.8,3.0,1e-07,50.0,25,center,center,True,226.70000000000002,3,177.50995931582457,13.3232863556941,34.942446896928715,
3405,200,4,132.2,29.8,3.0,1e-07,50.0,25,0.60,0.58,True,236.0,3,54.53584000466577,7.384838522585702,33.38892378321034,
3421,200,4,132.2,29.8,3.0,1e-07,100.0,25,center,center,True,210.0,3,42.421183497495825,6.513154650205676,29.260433932884023,
3427,200,4,132.2,29.8,3.0,1e-07,100.0,50,0.35,0.45,True,171.60000000000002,3,0.0036714370200154516,0.06059238417503846,28.231985225528653,
3428,200,4,132.2,29.8,3.0,1e-07,100.0,50,0.45,0.55,True,170.4,3,5.227252125029518e-06,0.0022863184653563727,27.5122453000936,
3426,200,4,132.2,29.8,3.0,1e-07,100.0,50,center,center,True,183.20000000000002,3,8.23156612653949e-07,0.0009072797874161801,24.55017662352962,
3410,200,4,132.2,29.8,3.0,1e-07,50.0,50,0.60,0.58,True,279.1,3,472.5948298033961,21.739246302560634,34.8264849763528,
3425,200,4,132.2,29.8,3.0,1e-07,100.0,25,0.60,0.58,True,207.4,3,28.409665977664,5.330071854831227,31.6718478918249,
3433,200,4,132.2,29.8,3.0,1e-07,100.0,80,0.45,0.55,True,135.20000000000002,3,5.964913765616774e-06,0.002442317294213996,30.300149894841372,
3422,200,4,132.2,29.8,3.0,1e-07,100.0,25,0.35,0.45,True,235.4,3,5.076897428485826,2.2531971570383775,28.48409851776832,
3423,200,4,132.2,29.8,3.0,1e-07,100.0,25,0.45,0.55,True,222.9,3,45.04380952316186,6.711468507201823,30.608777348512525,
3434,200,4,132.2,29.8,3.0,1e-07,100.0,80,0.60,0.45,True,138.4,3,0.004013143837362832,0.06334937913952142,27.765213281900497,
3439,200,4,132.2,29.8,3.0,1e-07,100.0,120,0.60,0.45,True,135.3,3,0.002723608527904177,0.052188202957221826,22.440082567693334,
3440,200,4,132.2,29.8,3.0,1e-07,100.0,120,0.60,0.58,True,134.5,3,0.003852961583762616,0.06207222876425992,26.122239133637997,
3436,200,4,132.2,29.8,3.0,1e-07,100.0,120,center,center,True,139.20000000000002,3,3.48029605091132e-08,0.00018655551589034615,25.130309838901148,
3431,200,4,132.2,29.8,3.0,1e-07,100.0,80,center,center,True,160.3,3,5.446243293171528e-07,0.000737986672858767,27.988893382089092,
