run_id,area_size_m,n_drones,victim_x_m,victim_y_m,victim_depth_m,artva_noise_std,noise_detect_factor,comm_radius_m,workspace_frac_r,workspace_frac_c,found,time_found_s,n_drones_stopped,pos_variance_m2,pos_std_m,est_error_2d_m,note
2085,100,5,62.6,14.1,5.0,1e-07,50.0,25,0.60,0.58,True,83.4,3,3.187640303303801,1.7853963994877444,24.224771482157735,
2084,100,5,62.6,14.1,5.0,1e-07,50.0,25,0.60,0.45,True,83.30000000000001,3,3.3309538807262586,1.8250901020843489,23.501803783948166,
2083,100,5,62.6,14.1,5.0,1e-07,50.0,25,0.45,0.55,True,83.4,3,2.920849265440817,1.709049228501279,24.262840929063085,
2088,100,5,62.6,14.1,5.0,1e-07,50.0,50,0.45,0.55,True,83.4,3,2.920849265440817,1.709049228501279,24.262840929063085,
2087,100,5,62.6,14.1,5.0,1e-07,50.0,50,0.35,0.45,True,83.4,3,3.037900369356525,1.7429573630345996,24.29059200035714,
2101,100,5,62.6,14.1,5.0,1e-07,100.0,25,center,center,True,73.4,3,0.042997367181817306,0.20735806514774704,23.871567018285543,
2089,100,5,62.6,14.1,5.0,1e-07,50.0,50,0.60,0.45,True,83.30000000000001,3,3.3309538807262586,1.8250901020843489,23.501803783948166,
2102,100,5,62.6,14.1,5.0,1e-07,100.0,25,0.35,0.45,True,75.2,3,0.673471308106877,0.8206529766636304,23.325028646385043,
2090,100,5,62.6,14.1,5.0,1e-07,50.0,50,0.60,0.58,True,83.4,3,3.187640303303801,1.7853963994877444,24.224771482157735,
2091,100,5,62.6,14.1,5.0,1e-07,50.0,80,center,center,True,83.0,3,9.241088937569309,3.039915942517047,23.272939710281108,
2105,100,5,62.6,14.1,5.0,1e-07,100.0,25,0.60,0.58,True,75.2,4,0.08677609079121869,0.29457781788725823,24.54013806358896,
2103,100,5,62.6,14.1,5.0,1e-07,100.0,25,0.45,0.55,True,74.8,3,1.1552683745263168,1.0748341148876495,23.508075376613323,
2096,100,5,62.6,14.1,5.0,1e-07,50.0,120,center,center,True,83.0,3,9.241088937569309,3.039915942517047,23.272939710281108,
2094,100,5,62.6,14.1,5.0,1e-07,50.0,80,0.60,0.45,True,83.30000000000001,3,3.3309538807262586,1.8250901020843489,23.501803783948166,
2093,100,5,62.6,14.1,5.0,1e-07,50.0,80,0.45,0.55,True,83.4,3,2.920849265440817,1.709049228501279,24.262840929063085,
2092,100,5,62.6,14.1,5.0,1e-07,50.0,80,0.35,0.45,True,83.4,3,3.037900369356525,1.7429573630345996,24.29059200035714,
2106,100,5,62.6,14.1,5.0,1e-07,100.0,50,center,center,True,74.8,4,0.05303661093445795,0.23029678880622273,23.339248309165008,
2095,100,5,62.6,14.1,5.0,1e-07,50.0,80,0.60,0.58,True,83.4,3,3.187640303303801,1.7853963994877444,24.224771482157735,
2107,100,5,62.6,14.1,5.0,1e-07,100.0,50,0.35,0.45,True,76.2,3,0.010725606807056332,0.10356450553667666,25.439768273802684,
2108,100,5,62.6,14.1,5.0,1e-07,100.0,50,0.45,0.55,True,74.9,4,0.01390708842631086,0.11792831901757465,24.765752648081214,
2111,100,5,62.6,14.1,5.0,1e-07,100.0,80,center,center,True,74.5,3,0.030353408457233732,0.174222296096779,24.55153514830946,
2110,100,5,62.6,14.1,5.0,1e-07,100.0,50,0.60,0.58,True,74.5,3,0.2133144550373242,0.461859778544662,25.472709142727588,
2109,100,5,62.6,14.1,5.0,1e-07,100.0,50,0.60,0.45,True,74.60000000000001,4,0.07235779976630163,0.2689940515444563,24.337442803295513,
2097,100,5,62.6,14.1,5.0,1e-07,50.0,120,0.35,0.45,True,83.4,3,3.037900369356525,1.7429573630345996,24.29059200035714,
2098,100,5,62.6,14.1,5.0,1e-07,50.0,120,0.45,0.55,True,83.4,3,2.920849265440817,1.709049228501279,24.262840929063085,
2099,100,5,62.6,14.1,5.0,1e-07,50.0,120,0.60,0.45,True,83.30000000000001,3,3.3309538807262586,1.8250901020843489,23.501803783948166,
2100,100,5,62.6,14.1,5.0,1e-07,50.0,120,0.60,0.58,True,83.4,3,3.187640303303801,1.7853963994877444,24.224771482157735,
2121,100,5,62.6,14.1,5.0,1e-06,50.0,25,center,center,True,57.300000000000004,3,9.198862733543411e-06,0.003032962699002975,14.323253316546628,
2114,100,5,62.6,14.1,5.0,1e-07,100.0,80,0.60,0.45,True,62.2,3,0.21876371939764364,0.467721839769797,26.10429294693974,
2125,100,5,62.6,14.1,5.0,1e-06,50.0,25,0.60,0.58,True,57.2,3,0.012608296434765302,0.11228667077959566,15.982721359139331,
2120,100,5,62.6,14.1,5.0,1e-07,100.0,120,0.60,0.58,True,62.5,3,0.5940269338344656,0.77073142782325,26.629008560567417,
2118,100,5,62.6,14.1,5.0,1e-07,100.0,120,0.45,0.55,True,62.400000000000006,3,0.019350550747816185,0.1391062570404947,26.256438641066996,
2116,100,5,62.6,14.1,5.0,1e-07,100.0,120,center,center,True,62.300000000000004,3,0.1564925513949322,0.3955913944904922,24.54606426823969,
2119,100,5,62.6,14.1,5.0,1e-07,100.0,120,0.60,0.45,True,62.1,3,0.29124165748925557,0.5396680993807728,26.010070051613205,
2142,100,5,62.6,14.1,5.0,1e-06,100.0,25,0.35,0.45,True,52.2,3,0.0032936463690062534,0.057390298561745205,11.26672816510794,
2141,100,5,62.6,14.1,5.0,1e-06,100.0,25,center,center,True,54.2,3,0.014203942773611066,0.11918029524049295,11.214182520776836,
2122,100,5,62.6,14.1,5.0,1e-06,50.0,25,0.35,0.45,True,67.7,3,0.03226139004534446,0.1796145596697118,16.33293057536093,
2124,100,5,62.6,14.1,5.0,1e-06,50.0,25,0.60,0.45,True,65.3,3,0.011654894923778986,0.10795783863980876,15.605653296963117,
2143,100,5,62.6,14.1,5.0,1e-06,100.0,25,0.45,0.55,True,54.900000000000006,3,0.01637733906012706,0.12797397805853758,10.97302213754641,
2113,100,5,62.6,14.1,5.0,1e-07,100.0,80,0.45,0.55,True,74.10000000000001,3,2.276150195938498,1.5086915509601353,26.48663410784217,
2131,100,5,62.6,14.1,5.0,1e-06,50.0,80,center,center,True,64.9,3,0.0065602834781875955,0.08099557690508535,14.629505138283815,
2112,100,5,62.6,14.1,5.0,1e-07,100.0,80,0.35,0.45,True,90.7,3,0.47471381621258596,0.6889947867818638,25.456245559697305,
2115,100,5,62.6,14.1,5.0,1e-07,100.0,80,0.60,0.58,True,74.3,3,0.2127196289331777,0.4612153823683439,26.42532142038762,
2123,100,5,62.6,14.1,5.0,1e-06,50.0,25,0.45,0.55,True,70.0,3,4.01109786128204e-07,0.0006333322872933323,15.37663213727651,
2134,100,5,62.6,14.1,5.0,1e-06,50.0,80,0.60,0.45,True,67.8,3,0.012945876763716875,0.11377994886497741,16.12580425955405,
2133,100,5,62.6,14.1,5.0,1e-06,50.0,80,0.45,0.55,True,67.3,3,0.01904032981943167,0.13798670160356638,14.677025095415114,
2117,100,5,62.6,14.1,5.0,1e-07,100.0,120,0.35,0.45,True,74.2,3,4.215238099644611,2.0531045028552763,25.65107735695042,
2136,100,5,62.6,14.1,5.0,1e-06,50.0,120,center,center,True,67.3,3,0.009432710938633281,0.09712214442975031,14.984995026053038,
2138,100,5,62.6,14.1,5.0,1e-06,50.0,120,0.45,0.55,True,68.0,3,0.017863228595650132,0.13365338976490695,15.447618025478675,
2135,100,5,62.6,14.1,5.0,1e-06,50.0,80,0.60,0.58,True,70.2,3,0.026309458402133834,0.1622019062839085,16.508019486704427,
2139,100,5,62.6,14.1,5.0,1e-06,50.0,120,0.60,0.45,True,69.8,3,0.0034031139706489095,0.05833621491534148,16.531039454438627,
2140,100,5,62.6,14.1,5.0,1e-06,50.0,120,0.60,0.58,True,69.5,3,0.01908222736630565,0.1381384355141814,15.87247821140559,
2127,100,5,62.6,14.1,5.0,1e-06,50.0,50,0.35,0.45,True,83.80000000000001,3,0.014619464113800749,0.12091097598564304,14.528993165578301,
2128,100,5,62.6,14.1,5.0,1e-06,50.0,50,0.45,0.55,True,83.9,3,0.015262126881174181,0.12353998090162627,14.139932549291554,
2130,100,5,62.6,14.1,5.0,1e-06,50.0,50,0.60,0.58,True,87.0,3,4.414681626002364e-05,0.006644307056422335,16.936853085915548,
2126,100,5,62.6,14.1,5.0,1e-06,50.0,50,center,center,True,87.30000000000001,3,4.046568834757653e-05,0.00636126468145891,15.264234368331877,
2137,100,5,62.6,14.1,5.0,1e-06,50.0,120,0.35,0.45,True,86.2,3,3.0891303021992616e-05,0.005557994514390295,17.239208209886158,
2132,100,5,62.6,14.1,5.0,1e-06,50.0,80,0.35,0.45,True,90.30000000000001,3,3.653795158262638e-05,0.0060446630660961065,17.85444050829107,
2144,100,5,62.6,14.1,5.0,1e-06,100.0,25,0.60,0.45,True,46.1,3,0.016217825049402508,0.12734922476953878,11.735383148564008,
2146,100,5,62.6,14.1,5.0,1e-06,100.0,50,center,center,True,51.6,3,0.0009437005362894432,0.030719709248126736,11.052052346153113,
2145,100,5,62.6,14.1,5.0,1e-06,100.0,25,0.60,0.58,True,58.2,3,0.018136086271346157,0.13467028726243274,10.600596438015998,
2151,100,5,62.6,14.1,5.0,1e-06,100.0,80,center,center,True,52.800000000000004,3,0.014491602289033385,0.12038107114091229,10.756617585037446,
2149,100,5,62.6,14.1,5.0,1e-06,100.0,50,0.60,0.45,True,54.6,3,0.019900622638703826,0.1410695666637699,12.80298134537715,
2150,100,5,62.6,14.1,5.0,1e-06,100.0,50,0.60,0.58,True,55.2,3,0.017428597583176955,0.13201741393913516,12.690277209272828,
2153,100,5,62.6,14.1,5.0,1e-06,100.0,80,0.45,0.55,True,54.5,3,0.011630295677257159,0.10784384858329732,12.086296259281417,
2154,100,5,62.6,14.1,5.0,1e-06,100.0,80,0.60,0.45,True,54.6,3,0.02064195604105868,0.1436730873930768,12.718472722153406,
2148,100,5,62.6,14.1,5.0,1e-06,100.0,50,0.45,0.55,True,59.5,3,0.005655701931365736,0.0752044010106173,8.562664497568978,
2156,100,5,62.6,14.1,5.0,1e-06,100.0,120,center,center,True,53.400000000000006,3,0.013377056959425015,0.11565922773140505,10.988493475110676,
2155,100,5,62.6,14.1,5.0,1e-06,100.0,80,0.60,0.58,True,57.400000000000006,3,0.015629377228378705,0.12501750768743833,12.234516521516284,
2158,100,5,62.6,14.1,5.0,1e-06,100.0,120,0.45,0.55,True,53.900000000000006,3,0.017740711106774536,0.1331942607876726,11.707517309404636,
2159,100,5,62.6,14.1,5.0,1e-06,100.0,120,0.60,0.45,True,55.5,3,0.02132900994998905,0.14604454782698684,12.83118939106457,
2157,100,5,62.6,14.1,5.0,1e-06,100.0,120,0.35,0.45,True,58.6,3,0.004326913680024729,0.06577928002057129,10.655760308488242,
2147,100,5,62.6,14.1,5.0,1e-06,100.0,50,0.35,0.45,True,68.4,3,0.034352975092105886,0.1853455559006093,9.799573606308913,
2160,100,5,62.6,14.1,5.0,1e-06,100.0,120,0.60,0.58,True,57.0,3,0.03242235145442647,0.18006207666920448,12.051878913121403,
2152,100,5,62.6,14.1,5.0,1e-06,100.0,80,0.35,0.45,True,64.0,3,0.028090819319060094,0.1676031602299315,10.554145542109117,
2129,100,5,62.6,14.1,5.0,1e-06,50.0,50,0.60,0.45,True,175.8,3,3.247942156954181e-05,0.005699071991959903,24.38639093740457,
2171,200,3,83.4,31.6,1.0,1e-08,50.0,80,center,center,True,154.4,3,0.0,0.0,64.43642973326249,
2180,200,3,83.4,31.6,1.0,1e-08,50.0,120,0.60,0.58,True,146.20000000000002,3,0.0,0.0,64.43642973326249,
2178,200,3,83.4,31.6,1.0,1e-08,50.0,120,0.45,0.55,True,149.3,3,0.0,0.0,64.43642973326249,
2191,200,3,83.4,31.6,1.0,1e-08,100.0,80,center,center,True,154.4,3,0.0,0.0,64.43642973326249,
2174,200,3,83.4,31.6,1.0,1e-08,50.0,80,0.60,0.45,True,248.10000000000002,3,0.0,0.0,64.43642973326249,
2179,200,3,83.4,31.6,1.0,1e-08,50.0,120,0.60,0.45,True,227.60000000000002,3,0.0,0.0,64.43642973326249,
2176,200,3,83.4,31.6,1.0,1e-08,50.0,120,center,center,True,334.20000000000005,3,0.0,0.0,64.43642973326249,
2175,200,3,83.4,31.6,1.0,1e-08,50.0,80,0.60,0.58,True,354.3,3,0.0,0.0,64.43642973326249,
2198,200,3,83.4,31.6,1.0,1e-08,100.0,120,0.45,0.55,True,149.3,3,0.0,0.0,64.43642973326249,
2177,200,3,83.4,31.6,1.0,1e-08,50.0,120,0.35,0.45,True,397.0,3,0.0,0.0,64.43642973326249,
2194,200,3,83.4,31.6,1.0,1e-08,100.0,80,0.60,0.45,True,248.10000000000002,3,0.0,0.0,64.43642973326249,
2165,200,3,83.4,31.6,1.0,1e-08,50.0,25,0.60,0.58,True,479.40000000000003,3,0.0,0.0,64.43642973326249,
2166,200,3,83.4,31.6,1.0,1e-08,50.0,50,center,center,True,486.0,3,0.0,0.0,64.43642973326249,
2168,200,3,83.4,31.6,1.0,1e-08,50.0,50,0.45,0.55,True,480.1,3,0.0,0.0,64.43642973326249,
2170,200,3,83.4,31.6,1.0,1e-08,50.0,50,0.60,0.58,True,481.0,3,0.0,0.0,64.43642973326249,
2173,200,3,83.4,31.6,1.0,1e-08,50.0,80,0.45,0.55,True,493.0,3,0.0,0.0,64.43642973326249,
2200,200,3,83.4,31.6,1.0,1e-08,100.0,120,0.60,0.58,True,146.20000000000002,3,0.0,0.0,64.43642973326249,
2185,200,3,83.4,31.6,1.0,1e-08,100.0,25,0.60,0.58,True,479.40000000000003,3,0.0,0.0,64.43642973326249,
2188,200,3,83.4,31.6,1.0,1e-08,100.0,50,0.45,0.55,True,480.1,3,0.0,0.0,64.43642973326249,
2186,200,3,83.4,31.6,1.0,1e-08,100.0,50,center,center,True,486.0,3,0.0,0.0,64.43642973326249,
2190,200,3,83.4,31.6,1.0,1e-08,100.0,50,0.60,0.58,True,481.0,3,0.0,0.0,64.43642973326249,
2196,200,3,83.4,31.6,1.0,1e-08,100.0,120,center,center,True,334.20000000000005,3,0.0,0.0,64.43642973326249,
2195,200,3,83.4,31.6,1.0,1e-08,100.0,80,0.60,0.58,True,354.3,3,0.0,0.0,64.43642973326249,
2199,200,3,83.4,31.6,1.0,1e-08,100.0,120,0.60,0.45,True,227.60000000000002,3,0.0,0.0,64.43642973326249,
2172,200,3,83.4,31.6,1.0,1e-08,50.0,80,0.35,0.45,True,593.2,3,0.0,0.0,64.43642973326249,
2202,200,3,83.4,31.6,1.0,1e-07,50.0,25,0.35,0.45,True,180.10000000000002,3,467.76753042018737,21.627934030327246,22.29520127605172,
2167,200,3,83.4,31.6,1.0,1e-08,50.0,50,0.35,0.45,True,651.9000000000001,3,0.0,0.0,64.43642973326249,
2197,200,3,83.4,31.6,1.0,1e-08,100.0,120,0.35,0.45,True,397.0,3,0.0,0.0,64.43642973326249,
2207,200,3,83.4,31.6,1.0,1e-07,50.0,50,0.35,0.45,True,160.70000000000002,3,0.003599085431915824,0.059992378115189135,14.563944736265817,
2201,200,3,83.4,31.6,1.0,1e-07,50.0,25,center,center,True,228.8,3,9.194680470771608,3.0322731524009523,15.229001645726697,
2205,200,3,83.4,31.6,1.0,1e-07,50.0,25,0.60,0.58,True,184.10000000000002,3,432.7907359310343,20.803623144323545,20.53930513975662,
2193,200,3,83.4,31.6,1.0,1e-08,100.0,80,0.45,0.55,True,493.0,3,0.0,0.0,64.43642973326249,
2204,200,3,83.4,31.6,1.0,1e-07,50.0,25,0.60,0.45,True,198.9,3,157.0931287675759,12.533679777606253,13.366493957652,
2215,200,3,83.4,31.6,1.0,1e-07,50.0,80,0.60,0.58,True,122.4,3,0.00013362096106617858,0.011559453320385812,14.051174152042224,
2208,200,3,83.4,31.6,1.0,1e-07,50.0,50,0.45,0.55,True,180.8,3,298.75713856012334,17.284592519354437,20.914713104566335,
2212,200,3,83.4,31.6,1.0,1e-07,50.0,80,0.35,0.45,True,139.70000000000002,3,0.005256091958303537,0.07249891004907272,19.095551973053027,
2216,200,3,83.4,31.6,1.0,1e-07,50.0,120,center,center,True,119.2,3,3.050621961187136e-06,0.0017466029775501746,11.674718553040801,
2213,200,3,83.4,31.6,1.0,1e-07,50.0,80,0.45,0.55,True,148.70000000000002,3,1.982692517988974e-08,0.00014080811475156445,16.03027087685111,
2211,200,3,83.4,31.6,1.0,1e-07,50.0,80,center,center,True,155.20000000000002,3,0.005007547175961726,0.07076402458849924,14.50842950846152,
2187,200,3,83.4,31.6,1.0,1e-08,100.0,50,0.35,0.45,True,651.9000000000001,3,0.0,0.0,64.43642973326249,
2209,200,3,83.4,31.6,1.0,1e-07,50.0,50,0.60,0.45,True,182.70000000000002,3,541.2664849787856,23.265134536013015,20.205450963483635,
2214,200,3,83.4,31.6,1.0,1e-07,50.0,80,0.60,0.45,True,155.70000000000002,3,6.77407495658207e-08,0.00026027053149717255,13.948262468501976,
2218,200,3,83.4,31.6,1.0,1e-07,50.0,120,0.45,0.55,True,121.60000000000001,3,5.8394102490493e-06,0.002416487171298308,14.035630068835703,
2210,200,3,83.4,31.6,1.0,1e-07,50.0,50,0.60,0.58,True,171.9,3,979.4295915346635,31.295839843894004,23.21903217654464,
2206,200,3,83.4,31.6,1.0,1e-07,50.0,50,center,center,True,244.0,3,33.21256933756984,5.763034733330161,17.36596859337145,
2219,200,3,83.4,31.6,1.0,1e-07,50.0,120,0.60,0.45,True,118.7,3,2.312296451649885e-09,4.8086343712637216e-05,11.43579532869996,
2217,200,3,83.4,31.6,1.0,1e-07,50.0,120,0.35,0.45,True,145.3,3,3.8027816086098274e-08,0.00019500722059990054,15.606863898595273,
2192,200,3,83.4,31.6,1.0,1e-08,100.0,80,0.35,0.45,True,593.2,3,0.0,0.0,64.43642973326249,
2220,200,3,83.4,31.6,1.0,1e-07,50.0,120,0.60,0.58,True,142.6,3,3.604146580938486e-09,6.003454489657172e-05,17.76253572475705,
2203,200,3,83.4,31.6,1.0,1e-07,50.0,25,0.45,0.55,True,324.5,3,403.82425760870905,20.095379011322702,22.071574250590405,
2227,200,3,83.4,31.6,1.0,1e-07,100.0,50,0.35,0.45,True,144.9,3,6.293188250827788e-08,0.00025086227796996077,9.941746969736482,
2232,200,3,83.4,31.6,1.0,1e-07,100.0,80,0.35,0.45,True,117.5,3,5.797741087173213e-06,0.0024078498888371784,8.212597778344062,
2226,200,3,83.4,31.6,1.0,1e-07,100.0,50,center,center,True,151.5,3,550.0440719627147,23.453018397697015,19.94383915198499,
2235,200,3,83.4,31.6,1.0,1e-07,100.0,80,0.60,0.58,True,123.4,3,0.0002968732485525585,0.01723001011469693,12.569273173993667,
2237,200,3,83.4,31.6,1.0,1e-07,100.0,120,0.35,0.45,True,116.60000000000001,3,1.9716583940607602e-07,0.00044403360166329306,9.358533107439476,
2169,200,3,83.4,31.6,1.0,1e-08,50.0,50,0.60,0.45,True,877.5,3,0.0,0.0,64.43642973326249,
2234,200,3,83.4,31.6,1.0,1e-07,100.0,80,0.60,0.45,True,129.8,3,6.165533959745148e-08,0.0002483049326885221,6.829403030338928,
2239,200,3,83.4,31.6,1.0,1e-07,100.0,120,0.60,0.45,True,116.5,3,4.73259966238058e-08,0.00021754538980131433,6.152803801549896,
2233,200,3,83.4,31.6,1.0,1e-07,100.0,80,0.45,0.55,True,142.6,3,0.003600211961497073,0.06000176631980989,12.010584454102137,
2236,200,3,83.4,31.6,1.0,1e-07,100.0,120,center,center,True,143.9,3,0.0007956989978837137,0.028208137086374804,12.299027223642758,
2164,200,3,83.4,31.6,1.0,1e-08,50.0,25,0.60,0.45,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2162,200,3,83.4,31.6,1.0,1e-08,50.0,25,0.35,0.45,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2238,200,3,83.4,31.6,1.0,1e-07,100.0,120,0.45,0.55,True,146.5,3,1.0174503694974142e-07,0.00031897497856374476,11.373176538001177,
2240,200,3,83.4,31.6,1.0,1e-07,100.0,120,0.60,0.58,True,143.4,3,6.211322896923571e-06,0.002492252574865471,12.884171584824017,
2161,200,3,83.4,31.6,1.0,1e-08,50.0,25,center,center,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2222,200,3,83.4,31.6,1.0,1e-07,100.0,25,0.35,0.45,True,224.5,3,14.89959361253861,3.8599991726085396,6.242783929476556,
2229,200,3,83.4,31.6,1.0,1e-07,100.0,50,0.60,0.45,True,187.3,3,0.2809510598921443,0.530048167520787,23.674562033948988,
2231,200,3,83.4,31.6,1.0,1e-07,100.0,80,center,center,True,184.0,3,12.449716477408355,3.5284155760636184,10.96735702305089,
2163,200,3,83.4,31.6,1.0,1e-08,50.0,25,0.45,0.55,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2189,200,3,83.4,31.6,1.0,1e-08,100.0,50,0.60,0.45,True,877.5,3,0.0,0.0,64.43642973326249,
2225,200,3,83.4,31.6,1.0,1e-07,100.0,25,0.60,0.58,True,226.0,3,18.776258368445397,4.333158013325316,6.78496332270934,
2223,200,3,83.4,31.6,1.0,1e-07,100.0,25,0.45,0.55,True,248.8,3,383.1237409121047,19.57354696809203,19.024135888011475,
2230,200,3,83.4,31.6,1.0,1e-07,100.0,50,0.60,0.58,True,209.8,3,335.02631061453576,18.303723954827763,21.222249321001495,
2182,200,3,83.4,31.6,1.0,1e-08,100.0,25,0.35,0.45,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2184,200,3,83.4,31.6,1.0,1e-08,100.0,25,0.60,0.45,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2181,200,3,83.4,31.6,1.0,1e-08,100.0,25,center,center,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2183,200,3,83.4,31.6,1.0,1e-08,100.0,25,0.45,0.55,False,900.0,2,0.0,0.0,64.43642973326249,vittima non trovata entro 15 minuti
2221,200,3,83.4,31.6,1.0,1e-07,100.0,25,center,center,True,306.8,3,482.86742692224533,21.97424462688639,20.91604402903837,
2252,200,3,83.4,31.6,1.0,1e-06,50.0,80,0.35,0.45,True,121.2,3,nan,nan,5.129770611370922,
2253,200,3,83.4,31.6,1.0,1e-06,50.0,80,0.45,0.55,True,119.5,3,nan,nan,4.317777263100488,
2257,200,3,83.4,31.6,1.0,1e-06,50.0,120,0.35,0.45,True,118.30000000000001,3,nan,nan,4.286401910217563,
2256,200,3,83.4,31.6,1.0,1e-06,50.0,120,center,center,True,121.2,3,nan,nan,5.214158672635445,
2258,200,3,83.4,31.6,1.0,1e-06,50.0,120,0.45,0.55,True,121.80000000000001,3,nan,nan,4.833811620578685,
2224,200,3,83.4,31.6,1.0,1e-07,100.0,25,0.60,0.45,True,308.8,3,340.1599377690206,18.443425326360085,24.39665785991286,
2259,200,3,83.4,31.6,1.0,1e-06,50.0,120,0.60,0.45,True,120.4,3,nan,nan,7.786882513681708,
2260,200,3,83.4,31.6,1.0,1e-06,50.0,120,0.60,0.58,True,123.80000000000001,3,nan,nan,4.8716765838666625,
2272,200,3,83.4,31.6,1.0,1e-06,100.0,80,0.35,0.45,True,124.60000000000001,3,nan,nan,6.002214008779155,
2241,200,3,83.4,31.6,1.0,1e-06,50.0,25,center,center,True,315.3,3,181.7238490625195,13.4804988432372,7.836087587376605,
2273,200,3,83.4,31.6,1.0,1e-06,100.0,80,0.45,0.55,True,129.4,3,nan,nan,6.125029214186434,
2275,200,3,83.4,31.6,1.0,1e-06,100.0,80,0.60,0.58,True,121.5,3,nan,nan,6.583563066384151,
2278,200,3,83.4,31.6,1.0,1e-06,100.0,120,0.45,0.55,True,119.10000000000001,3,nan,nan,5.84710231271727,
2277,200,3,83.4,31.6,1.0,1e-06,100.0,120,0.35,0.45,True,119.30000000000001,3,nan,nan,5.62540939144047,
2242,200,3,83.4,31.6,1.0,1e-06,50.0,25,0.35,0.45,True,327.20000000000005,3,78.05122329721266,8.834660338530998,9.27728953518931,
2243,200,3,83.4,31.6,1.0,1e-06,50.0,25,0.45,0.55,True,291.8,3,98.60512200164,9.93001117832402,12.641935168511699,
2246,200,3,83.4,31.6,1.0,1e-06,50.0,50,center,center,True,296.0,3,330.59295198801743,18.182215266243478,13.64001769127636,
2271,200,3,83.4,31.6,1.0,1e-06,100.0,80,center,center,True,172.9,3,111.60815017060857,10.564475858773523,8.328025252663977,
2248,200,3,83.4,31.6,1.0,1e-06,50.0,50,0.45,0.55,True,319.1,3,200.0818936777245,14.145030706142865,13.003190277733328,
2261,200,3,83.4,31.6,1.0,1e-06,100.0,25,center,center,True,302.1,3,105.83131153652093,10.287434643122692,9.212369782970656,
2279,200,3,83.4,31.6,1.0,1e-06,100.0,120,0.60,0.45,True,121.5,3,nan,nan,9.059682414378882,
2280,200,3,83.4,31.6,1.0,1e-06,100.0,120,0.60,0.58,True,123.60000000000001,3,nan,nan,6.531625904584139,
2267,200,3,83.4,31.6,1.0,1e-06,100.0,50,0.35,0.45,True,295.6,3,122.24677670050231,11.056526430145333,8.989200654795141,
2274,200,3,83.4,31.6,1.0,1e-06,100.0,80,0.60,0.45,True,269.7,3,304.15298629456146,17.439982405225113,13.877639123291774,
2270,200,3,83.4,31.6,1.0,1e-06,100.0,50,0.60,0.58,True,294.40000000000003,3,140.23368415262644,11.842030406675471,14.448097320202418,
2290,200,3,83.4,31.6,3.0,1e-08,50.0,50,0.60,0.58,True,145.3,3,0.0,0.0,64.43642973326249,
2291,200,3,83.4,31.6,3.0,1e-08,50.0,80,center,center,True,155.10000000000002,3,0.0,0.0,64.43642973326249,
2285,200,3,83.4,31.6,3.0,1e-08,50.0,25,0.60,0.58,True,354.0,3,0.0,0.0,64.43642973326249,
2228,200,3,83.4,31.6,1.0,1e-07,100.0,50,0.45,0.55,False,900.0,2,3.616693119013327e-05,0.006013894843621167,12.596072281771532,vittima non trovata entro 15 minuti
2286,200,3,83.4,31.6,3.0,1e-08,50.0,50,center,center,True,486.6,3,0.0,0.0,64.43642973326249,
2288,200,3,83.4,31.6,3.0,1e-08,50.0,50,0.45,0.55,True,480.40000000000003,3,0.0,0.0,64.43642973326249,
2298,200,3,83.4,31.6,3.0,1e-08,50.0,120,0.45,0.55,True,149.6,3,0.0,0.0,64.43642973326249,
2276,200,3,83.4,31.6,1.0,1e-06,100.0,120,center,center,True,641.2,3,nan,nan,6.065680676129153,
2296,200,3,83.4,31.6,3.0,1e-08,50.0,120,center,center,True,328.1,3,0.0,0.0,64.43642973326249,
2284,200,3,83.4,31.6,3.0,1e-08,50.0,25,0.60,0.45,True,649.2,3,0.0,0.0,64.43642973326249,
2245,200,3,83.4,31.6,1.0,1e-06,50.0,25,0.60,0.58,False,900.0,1,13907.85118042986,117.93155294674051,117.04801460720697,vittima non trovata entro 15 minuti
2250,200,3,83.4,31.6,1.0,1e-06,50.0,50,0.60,0.58,False,900.0,2,118.41798486145133,10.882002796427289,9.463619406633944,vittima non trovata entro 15 minuti
2297,200,3,83.4,31.6,3.0,1e-08,50.0,120,0.35,0.45,True,397.0,3,0.0,0.0,64.43642973326249,
2287,200,3,83.4,31.6,3.0,1e-08,50.0,50,0.35,0.45,True,651.9000000000001,3,0.0,0.0,64.43642973326249,
2300,200,3,83.4,31.6,3.0,1e-08,50.0,120,0.60,0.58,True,148.3,3,0.0,0.0,64.43642973326249,
2247,200,3,83.4,31.6,1.0,1e-06,50.0,50,0.35,0.45,False,900.0,2,nan,nan,4.93946171536557,vittima non trovata entro 15 minuti
2249,200,3,83.4,31.6,1.0,1e-06,50.0,50,0.60,0.45,False,900.0,2,253.48073324037432,15.921078268772323,13.152879107742258,vittima non trovata entro 15 minuti
